"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"892","WBGene00020116","R155.2","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","moa-1 is predicted to have protein tyrosine phosphatase activity."
"893","WBGene00020228","T05A8.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T05A8.2 is enriched in the body wall musculature based on microarray studies\; is affected by several genes including sir-2.1, pgl-1, and lin-15B based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, multi-walled carbon nanotube, and Sirolimus based on microarray and RNA-seq studies."
"894","WBGene00020236","T05B4.1","Transmembrane transport","Transmembrane transport: extracellular ligand gated channel","Transmembrane transport: extracellular ligand gated channel","lgc-1 is an ortholog of human HTR3A (5-hydroxytryptamine receptor 3A), ZACN (zinc activated ion channel), and CHRFAM7A and members of the human CHRN (Cholinergic receptors nicotinic subunits) gene family including CHRNA9, CHRNA7, and CHRNA10\; is predicted to have extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity."
"895","WBGene00020262","T05E8.1","Pseudogene","Pseudogene","Pseudogene","ferl-1 is an ortholog of human FER1L6 (fer-1 like 6) and OTOF (otoferlin)\; is predicted to encode a protein with the following domains: Peroxin\/Ferlin domain, Ferlin A-domain, Ferlin B-domain, and Ferlin  family."
"896","WBGene00020271","T05H4.8","Pseudogene","Pseudogene","Pseudogene","T05H4.8 is affected by set-25, met-2, and eat-2 based on RNA-seq and microarray studies\; is affected by Ethanol and Microcystin-LR based on RNA-seq and microarray studies."
"897","WBGene00020291","T06D4.2","Unassigned","Unassigned","Unassigned","T06D4.2 is enriched in the NSM based on tiling array studies\; is affected by several genes including pgl-1, glh-1, and hda-1 based on microarray and RNA-seq studies\; is affected by adsorbable organic bromine compound based on microarray studies."
"898","WBGene00020305","T07D3.2","Unassigned","Unassigned","Unassigned","T07D3.2 is affected by several genes including age-1, daf-12, and clk-1 based on microarray and tiling array studies\; is affected by Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"899","WBGene00020328","T07H3.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-20 is an ortholog of human CLEC3A (C-type lectin domain family 3 member A) and CLEC3B (C-type lectin domain family 3 member B)\; is predicted to have carbohydrate binding activity."
"900","WBGene00020338","T08A9.6","Pseudogene","Pseudogene","Pseudogene","T08A9.6 is enriched in the excretory cell and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including clk-1, npr-1, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Lithium Chloride, Zidovudine, and Diazinon based on microarray and RNA-seq studies."
"901","WBGene00020354","T08B6.5","Unassigned","Unassigned","Unassigned","sgnh-1 is predicted to have RNA binding activity."
"902","WBGene00020362","T08E11.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-10 is affected by several genes including daf-2, pgl-1, and lin-28 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Rotenone, Mianserin, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"903","WBGene00020370","T08H10.3","Unassigned","Unassigned","Unassigned: membrane spanning domain","T08H10.3 is enriched in the NSM, the amphid sheath cell, and the male based on tiling array and RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"904","WBGene00020371","T08H10.4","Pseudogene","Pseudogene","Pseudogene","oac-60 is affected by several genes including pgl-1, csr-1, and glh-1 based on microarray and RNA-seq studies\; is affected by Atrazine based on microarray studies."
"905","WBGene00020386","T09H2.1","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-34A4 is an ortholog of human CYP21A2 (cytochrome P450 family 21 subfamily A member 2) and members of the human CYP2 (Cytochrome P450 family 2) gene family including CYP2R1, CYP2U1, and CYP2J2\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; human orthologs of this gene are implicated in congenital adrenal hyperplasia."
"906","WBGene00020409","T10D4.7","Unassigned","Unassigned","Unassigned","T10D4.7 is enriched in the male based on RNA-seq and microarray studies\; is affected by several genes including clk-1, sir-2.1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by D-glucose and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"907","WBGene00020410","T10D4.11","Unassigned","Unassigned","Unassigned","T10D4.11 is affected by sir-2.1, tdp-1, and let-60 based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"908","WBGene00020414","T10E9.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T10E9.4 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including daf-2, let-7, and dpy-10 based on microarray, RNA-seq, and proteomic studies\; is affected by eighteen chemicals including Ethanol, methylmercury hydroxide, and 1-methylnicotinamide based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DX."
"909","WBGene00020431","T11F1.7","Unassigned","Unassigned","Unassigned: receptor L domain","irld-50 is affected by several genes including elt-2, sir-2.1, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by tryptophan based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"910","WBGene00020432","T11F1.8","Pseudogene","Pseudogene","Pseudogene","hpa-2 is affected by clk-1 based on microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"911","WBGene00020433","T11F8.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T11F8.1 is enriched in the AFD, the germ line, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, Rotenone, and resveratrol based on microarray and RNA-seq studies."
"912","WBGene00020438","T12A2.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T12A2.3 is enriched in the muscular system and the nervous system based on Chronogram studies\; is affected by several genes including glp-1, skn-1, and eri-1 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies."
"913","WBGene00020439","T12A2.5","Pseudogene","Pseudogene","Pseudogene","T12A2.5 is an ortholog of human BCAS2 (BCAS2, pre-mRNA processing factor)\; is predicted to encode a protein with the following domain: Pre-mRNA-splicing factor SPF27."
"914","WBGene00020454","T12B5.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-56 is affected by drh-3 based on RNA-seq studies\; is affected by Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"915","WBGene00020459","T12B5.13","Pseudogene","Pseudogene","Pseudogene","fbxa-23 is affected by several genes including age-1, lin-4, and lin-14 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"916","WBGene00020525","T15B7.13","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor:  dmsr","dmsr-15 is predicted to have G protein-coupled peptide receptor activity."
"917","WBGene00020539","T16D1.1","Unassigned","Unassigned","Unassigned","T16D1.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, sir-2.1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"918","WBGene00020541","T17A3.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-81 is affected by several genes including clk-1, sir-2.1, and mpk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including multi-walled carbon nanotube, stavudine, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"919","WBGene00020542","T17A3.4","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-82 is enriched in the NSM based on tiling array studies\; is affected by several genes including clk-1, mpk-1, and hda-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, Alovudine, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"920","WBGene00020543","T17A3.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-83 is enriched in the BAG based on tiling array studies\; is affected by several genes including glp-1, skn-1, and daf-12 based on microarray and RNA-seq studies\; is affected by four chemicals including Mercuric Chloride, multi-walled carbon nanotube, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"921","WBGene00020574","T19D7.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T19D7.6 is enriched in dopaminergic neurons, the ASER, the OLL, the PVD, and the intestine based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nine chemicals including diallyl trisulfide, levamisole, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"922","WBGene00020603","T20B12.5","Unassigned","Unassigned","Unassigned","T20B12.5 is enriched in the nervous system and the retrovesicular ganglion based on microarray studies\; is affected by rsr-2, sir-2.1, and eat-2 based on tiling array and microarray studies\; is affected by Sirolimus based on microarray studies."
"923","WBGene00020655","T21E12.3","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","T21E12.3 is an ortholog of human CFI, TPSB2, and GZMA (granzyme A) and members of the human PRSS (Serine proteases) gene family including TMPRSS11F, TPSG1, and PRSS48\; is predicted to have serine-type endopeptidase activity."
"924","WBGene00020669","T22B2.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T22B2.5 is affected by several genes including pgl-1, glh-1, and hpl-2 based on RNA-seq studies\; is affected by resveratrol, dafa#1, and allantoin based on microarray studies."
"925","WBGene00020711","T23B3.3","Pseudogene","Pseudogene","Pseudogene","rmd-5 is an ortholog of human RMDN2 and RMDN3."
"926","WBGene00020760","T24C4.4","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","T24C4.4 is involved in innate immune response."
"927","WBGene00020791","T25B6.5","Unassigned","Unassigned","Unassigned","T25B6.5 is enriched in GABAergic neurons and the body wall musculature based on tiling array and microarray studies\; is affected by several genes including elt-2, sir-2.1, and npr-1 based on RNA-seq, tiling array, and microarray studies\; is affected by Tunicamycin and Sodium Chloride based on microarray and RNA-seq studies."
"928","WBGene00020793","T25D1.1","Unassigned","Unassigned","Unassigned","T25D1.1 is affected by cyc-1 and spr-5 based on microarray studies\; is affected by Chlorpyrifos based on microarray studies."
"929","WBGene00020828","T26C11.2","Unassigned","Unassigned","Unassigned","T26C11.2 is affected by several genes including rrf-3, hpl-2, and mut-2 based on RNA-seq and microarray studies\; is affected by Chlorpyrifos and Diazinon based on microarray studies."
"930","WBGene00020840","T27A3.4","Development","Development: germline","Development: germline","spch-3 localizes to the nuclear chromatin\; is expressed in the sperm."
"931","WBGene00020871","T28A11.4","Unassigned","Unassigned","Unassigned","T28A11.4 is enriched in dopaminergic neurons, the muscle cell, and the ventral nerve cord based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and sir-2.1 based on tiling array, RNA-seq, and microarray studies\; is affected by copper sulfate and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"932","WBGene00020940","W02D7.4","Unassigned","Unassigned","Unassigned","W02D7.4 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Acyl-CoA N-acyltransferase."
"933","WBGene00020974","W03B1.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","W03B1.5 is affected by several genes including pgl-1, isp-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by eight chemicals including hydrogen sulfide, multi-walled carbon nanotube, and Sodium Chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"934","WBGene00020976","W03B1.7","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-51 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"935","WBGene00020978","W03B1.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","W03B1.9 is enriched in the male based on RNA-seq studies\; is affected by several genes including pgl-1, csr-1, and glh-1 based on RNA-seq studies\; is affected by methylmercuric chloride and Sodium Chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Leucine-rich repeat domain superfamily."
"936","WBGene00020979","W03D2.2","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-55 is affected by several genes including clk-1, sir-2.1, and drh-3 based on microarray and RNA-seq studies\; is affected by Diazinon based on microarray studies."
"937","WBGene00021006","W03F11.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","dct-9 is enriched in GABAergic neurons, the germ line, and the male based on proteomic and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray, RNA-seq, and tiling array studies\; is affected by eleven chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"938","WBGene00021007","W03F11.4","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","W03F11.4 is an ortholog of human PTPRF (protein tyrosine phosphatase, receptor type F)\; is predicted to have protein tyrosine phosphatase activity."
"939","WBGene00021067","W06H8.4","Pseudogene","Pseudogene","Pseudogene","W06H8.4 is affected by several genes including daf-2, pgl-1, and fbf-1 based on RNA-seq studies\; is affected by multi-walled carbon nanotube and Atrazine based on RNA-seq and microarray studies."
"940","WBGene00021090","W08E12.9","Unassigned","Unassigned","Unassigned","W08E12.9 is enriched in the male based on microarray studies\; is affected by several genes including rrf-3, sir-2.1, and drh-3 based on RNA-seq and microarray studies\; is affected by methylmercuric chloride based on microarray studies."
"941","WBGene00021096","W08F4.7","Unassigned","Unassigned","Unassigned","W08F4.7 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, csr-1, and mut-2 based on microarray and RNA-seq studies\; is affected by D-glucose and adsorbable organic bromine compound based on RNA-seq and microarray studies."
"942","WBGene00021106","W09B7.1","Unassigned","Unassigned","Unassigned","W09B7.1 is expressed in the intestinal cell."
"943","WBGene00021110","W09C3.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","W09C3.2 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on microarray, RNA-seq, and tiling array studies\; is affected by nine chemicals including aldicarb, hydrogen sulfide, and methylmercuric chloride based on microarray and RNA-seq studies."
"944","WBGene00021113","W09C3.6","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","gsp-3 is an ortholog of human PPP1CB (protein phosphatase 1 catalytic subunit beta)\; is predicted to have metal ion binding activity and phosphoprotein phosphatase activity\; is involved in several processes, including flagellated sperm motility, male meiosis chromosome segregation, and oviposition\; localizes to the cytoplasm, nuclear chromatin, and pseudopodium\; is expressed in the sperm."
"945","WBGene00021122","W09G12.8","Unassigned","Unassigned","Unassigned","W09G12.8 is affected by several genes including clk-1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Mercuric Chloride and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Peptide N glycanase, PAW domain and Galactose-binding-like domain superfamily."
"946","WBGene00021129","W10D9.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","W10D9.1 is enriched in the pharynx based on microarray studies\; is affected by several genes including clk-1, pgl-1, and csr-1 based on RNA-seq and microarray studies."
"947","WBGene00021139","W10G11.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-128 is predicted to have carbohydrate binding activity."
"948","WBGene00021140","W10G11.7","Pseudogene","Pseudogene","Pseudogene","clec-131 is affected by cyc-1 and rsr-2 based on microarray and tiling array studies\; is affected by fluoranthene based on microarray studies."
"949","WBGene00021141","W10G11.11","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-134 is predicted to have carbohydrate binding activity."
"950","WBGene00021142","W10G11.12","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-133 is predicted to have carbohydrate binding activity."
"951","WBGene00021154","Y4C6A.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y4C6A.4 is enriched in the NSM based on tiling array studies\; is affected by several genes including let-60, let-7, and gld-1 based on microarray, tiling array, proteomic, and RNA-seq studies\; is affected by methylmercuric chloride, manganese chloride, and Colistin based on microarray and RNA-seq studies."
"952","WBGene00021165","Y5H2B.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y5H2B.3 is enriched in the hypodermis and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including eat-2, sir-2.1, and sma-2 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including diallyl trisulfide, methylmercuric chloride, and Mercuric Chloride based on microarray and RNA-seq studies."
"953","WBGene00021166","Y5H2B.4","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-42 is affected by rsr-2 and pgrn-1 based on tiling array and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"954","WBGene00021172","Y8A9A.3","Unassigned","Unassigned","Unassigned","Y8A9A.3 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, and the gon_male_dtc posterior based on RNA-seq studies\; is affected by several genes including elt-2, sir-2.1, and smg-2 based on tiling array, RNA-seq, and microarray studies."
"955","WBGene00021173","Y8A9A.4","Unassigned","Unassigned","Unassigned","Y8A9A.4 is enriched in the NSM based on tiling array studies\; is affected by elt-2, elt-7, and sir-2.1 based on RNA-seq and microarray studies."
"956","WBGene00021174","Y8A9A.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-99 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"957","WBGene00021188","Y13C8A.1","Unassigned","Unassigned","Unassigned","Y13C8A.1 is affected by several genes including daf-16, sir-2.1, and pgl-1 based on microarray and RNA-seq studies\; is affected by resveratrol based on microarray studies."
"958","WBGene00021197","Y17G9A.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y17G9A.4 is affected by several genes including skn-1, clk-1, and pmk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Rotenone, Tunicamycin, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF684."
"959","WBGene00021199","Y17G9B.2","Unassigned","Unassigned","Unassigned","Y17G9B.2 is enriched in the ASER based on RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride, Mianserin, and adsorbable organic bromine compound based on microarray and RNA-seq studies."
"960","WBGene00021222","Y19D10A.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","irld-53 is enriched in the intestine and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-16, rrf-3, and daf-12 based on microarray, quantitative PCR, tiling array, and RNA-seq studies\; is affected by eight chemicals including Progesterone, Atrazine, and Chlorpyrifos based on microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"961","WBGene00021228","Y19D10A.13","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: str","str-265 is affected by rsr-2 based on tiling array studies\; is affected by Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"962","WBGene00021243","Y22D7AL.3","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y22D7AL.3 is enriched in the intestine based on microarray studies\; is affected by several genes including ain-1, cyc-1, and ain-2 based on microarray and tiling array studies."
"963","WBGene00021251","Y22D7AL.13","Unassigned","Unassigned","Unassigned: membrane spanning domain","Y22D7AL.13 is affected by sir-2.1 based on microarray studies\; is affected by tetrabromobisphenol A based on microarray studies."
"964","WBGene00021280","Y23H5B.9","Unassigned","Unassigned","Unassigned","nspd-8 is affected by nhr-114, sir-2.1, and spr-5 based on microarray studies\; is affected by five chemicals including Tunicamycin, resveratrol, and Acrylamide based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF780, Caenorhabditis species."
"965","WBGene00021302","Y32G9A.3","Unassigned","Unassigned","Unassigned","Y32G9A.3 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, hpl-2, and smg-2 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride and Colistin based on microarray studies."
"966","WBGene00021303","Y32G9A.5","Unassigned","Unassigned","Unassigned","Y32G9A.5 is enriched in the amphid sheath cell based on RNA-seq studies\; is affected by several genes including daf-2, pgl-1, and isp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Chlorpyrifos based on microarray studies."
"967","WBGene00021400","Y38C1AA.9","Unassigned","Unassigned","Unassigned","Y38C1AA.9 is enriched in GABAergic neurons, the NSM, the PLM, and the cephalic sheath cell based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on tiling array, microarray, and RNA-seq studies\; is affected by four chemicals including Rotenone, D-glucose, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: EGF-like domain."
"968","WBGene00021496","Y40C5A.3","Unassigned","Unassigned","Unassigned","Y40C5A.3 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by Zidovudine and Sirolimus based on RNA-seq and microarray studies."
"969","WBGene00021557","Y45G5AM.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y45G5AM.5 is enriched in the hypodermis and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including pgl-1, lin-15B, and sma-2 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies."
"970","WBGene00021569","Y45G12C.6","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y45G12C.6 is affected by several genes including clk-1, lin-15B, and cyc-1 based on microarray and RNA-seq studies\; is affected by Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"971","WBGene00021571","Y45G12C.8","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-81 is affected by rsr-2, pgrn-1, and clk-1 based on tiling array, RNA-seq, and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"972","WBGene00021572","Y45G12C.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srd","srd-72 is affected by several genes including sir-2.1, pgl-1, and lin-15B based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class d (Srd)."
"973","WBGene00021573","Y45G12C.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","Y45G12C.10 is expressed in the intestine, the nervous system, the pharyngeal-intestinal valve, and the rectal gland cell\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"974","WBGene00021578","Y46B2A.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y46B2A.3 is an ortholog of human MUC1 (mucin 1, cell surface associated) and VMO1\; human MUC1 exhibits RNA polymerase II proximal promoter sequence-specific DNA binding activity, p53 binding activity, and transcription coregulator activity."
"975","WBGene00021592","Y46E12A.2","Unassigned","Unassigned","Unassigned","Y46E12A.2 is affected by several genes including clk-1, dpy-7, and cyc-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride, Tunicamycin, and Sodium Chloride based on microarray and RNA-seq studies."
"976","WBGene00021608","Y46H3D.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y46H3D.1 is affected by several genes including daf-2, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, multi-walled carbon nanotube, and D-glucose based on microarray and RNA-seq studies."
"977","WBGene00021612","Y46H3D.8","Unassigned","Unassigned","Unassigned","Y46H3D.8 is affected by rsr-2, mir-34, and sir-2.1 based on tiling array and microarray studies\; is affected by four chemicals including aldicarb, procyanidin, and Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: ShKT domain."
"978","WBGene00021616","Y47D7A.2","Unassigned","Unassigned","Unassigned","Y47D7A.2 is enriched in the DA neuron, the VA neuron, the body wall muscle cell, the hypodermis, and the male based on tiling array and RNA-seq studies\; is affected by drh-3 based on RNA-seq studies\; is affected by Cadmium based on microarray studies."
"979","WBGene00021617","Y47D7A.3","Unassigned","Unassigned","Unassigned","Y47D7A.3 is affected by Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Nuclear hormone receptor, ligand-binding domain and Nuclear hormone receptor-like domain superfamily."
"980","WBGene00021621","Y47D7A.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y47D7A.9 is enriched in the male based on microarray studies\; is affected by several genes including eat-2, drh-3, and ubc-9 based on tiling array, microarray, and RNA-seq studies\; is affected by six chemicals including methylmercury hydroxide, D-glucose, and Atrazine based on RNA-seq and microarray studies."
"981","WBGene00021623","Y47D7A.11","Unassigned","Unassigned","Unassigned","Y47D7A.11 is enriched in the body wall muscle cell and the male based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including pmk-1, drh-3, and ogt-1 based on RNA-seq and microarray studies\; is affected by nine chemicals including hydrogen sulfide, multi-walled carbon nanotube, and resveratrol based on microarray and RNA-seq studies."
"982","WBGene00021630","Y47D9A.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y47D9A.3 is enriched in the amphid sheath cell and the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, sir-2.1, and pmk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"983","WBGene00021631","Y47D9A.4","Unassigned","Unassigned","Unassigned","Y47D9A.4 is enriched in the amphid sheath cell based on RNA-seq studies\; is affected by several genes including hsf-1, npr-1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by Tunicamycin, Colistin, and Sirolimus based on microarray studies."
"984","WBGene00021632","Y47D9A.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y47D9A.5 is enriched in the ALM, the PLM, and the male based on microarray and RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies."
"985","WBGene00021703","Y48G9A.10","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","cpt-3 is an ortholog of human CPT1A, CPT1B, and CPT1C\; is predicted to have transferase activity, transferring acyl groups."
